date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:44:04	124/124	---MCZ	200	added ('OK')	text/plain	date:Thu,%2012%20Jul%202018%2016:58:41%20GMT	https://getbootstrap.com/robots.txt		(from )
12:44:04	2322/2322	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Jul%202018%2016:58:41%20GMT	https://getbootstrap.com/docs/4.1/examples/cover/	C:/My%20cover/cover/getbootstrap.com/docs/4.1/examples/cover/index.html	(from )
12:44:05	142041/142041	---MCZ	200	added ('OK')	text/css	date:Thu,%2012%20Jul%202018%2016:58:41%20GMT	https://getbootstrap.com/docs/4.1/dist/css/bootstrap.min.css	C:/My%20cover/cover/getbootstrap.com/docs/4.1/dist/css/bootstrap.min.css	(from https://getbootstrap.com/docs/4.1/examples/cover/)
12:44:05	1399/1399	---MCZ	200	added ('OK')	text/css	date:Thu,%2012%20Jul%202018%2016:58:41%20GMT	https://getbootstrap.com/docs/4.1/examples/cover/cover.css	C:/My%20cover/cover/getbootstrap.com/docs/4.1/examples/cover/cover.css	(from https://getbootstrap.com/docs/4.1/examples/cover/)
12:44:07	69917/69917	---M-Z	200	added ('OK')	application/javascript	etag:W/%225a637bd4-1111d%22	https://code.jquery.com/jquery-3.3.1.slim.min.js	C:/My%20cover/cover/code.jquery.com/jquery-3.3.1.slim.min.js	(from https://getbootstrap.com/docs/4.1/examples/cover/)
12:44:07	69917/69917	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2012%20Jul%202018%2016:58:41%20GMT	https://getbootstrap.com/docs/4.1/assets/js/vendor/jquery-slim.min.js	C:/My%20cover/cover/getbootstrap.com/docs/4.1/assets/js/vendor/jquery-slim.min.js	(from https://getbootstrap.com/docs/4.1/examples/cover/)
12:44:08	20337/20337	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2012%20Jul%202018%2016:58:41%20GMT	https://getbootstrap.com/docs/4.1/assets/js/vendor/popper.min.js	C:/My%20cover/cover/getbootstrap.com/docs/4.1/assets/js/vendor/popper.min.js	(from https://getbootstrap.com/docs/4.1/examples/cover/)
12:44:08	51039/51039	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2012%20Jul%202018%2016:58:41%20GMT	https://getbootstrap.com/docs/4.1/dist/js/bootstrap.min.js	C:/My%20cover/cover/getbootstrap.com/docs/4.1/dist/js/bootstrap.min.js	(from https://getbootstrap.com/docs/4.1/examples/cover/)
